Продукт,Калорийность,Углеводы,Белки,Жиры
Кукуруза для Попкорна [Ашан],326 кКал,70 г,8 г,"1,5 г"
Кукуруза Жареная Соленая [Ашан],440 кКал,76 г,"7,5 г","0,7 г"
Кукуруза Замороженная [Ашан],94 кКал,"17,8 г","2,5 г","1,4 г"
Кукуруза Консервированная [Ашан],79 кКал,"14,5 г","2,1 г","1,4 г"
Кукуруза Сахарная [Ашан],50 кКал,11 г,2 г,0 г
Кукурузные Галеты Био [Ашан],384 кКал,87 г,"6,5 г","0,7 г"
Кукурузные Палочки [Ашан],470 кКал,80 г,6 г,14 г
Кукурузные Хлопья [Ашан],318 кКал,"73,7 г","7,9 г","1,1 г"
Кукурузные Шарики со Вкусом Сыра [Ашан],490 кКал,55 г,7 г,25 г
Кукурузный Багет [Ашан],300 кКал,53 г,"9,5 г",5 г
Кулебяка с Мясом и Рисом [Ашан],299 кКал,"34,5 г","14,9 г","11,3 г"
Кулинарный Горький Шоколад [Ашан],610 кКал,"32,5 г","7,7 г",50 г
Кулинарный Молочный Шоколад [Ашан],556 кКал,"54,5 г","6,7 г","34,7 г"
Кулич Пасхальный [Ашан],429 кКал,"79,6 г","7,6 г",11 г
Кулич Покровский [Ашан],330 кКал,"51,1 г","6,1 г","11,1 г"
Кулич с Изюмом [Ашан],330 кКал,"51,1 г","6,1 г","11,1 г"
Кулич с Изюмом и Помадкой [Ашан],308 кКал,"52,3 г","5,6 г","8,4 г"
Кулич с Цукатами и Помадкой [Ашан],356 кКал,59 г,"6,9 г","10,2 г"
Кумкуат в Сахаре [Ашан],55 кКал,14 г,1 г,0 г
Купаты Дачные из Свинины Фермерской [Ашан],330 кКал,0 г,10 г,33 г
Купаты из Говядины [Ашан],248 кКал,0 г,17 г,20 г
Купаты из Говядины Фермерской [Ашан],170 кКал,0 г,12 г,13 г
Купаты из Телятины [Ашан],194 кКал,0 г,8 г,18 г
Купаты Куриные [Ашан],210 кКал,2 г,17 г,15 г
Купаты Московские [Ашан],320 кКал,0 г,9 г,31 г
Кура Гриль [Ашан],132 кКал,"0,7 г",21 г,"5,7 г"
Курага [Ашан],230 кКал,51 г,5 г,"0,5 г"
Курага 8 Эконом [Ашан],194 кКал,"43,4 г","4,4 г","0,3 г"
Курага Шоколадная [Ашан],137 кКал,33 г,1 г,0 г
Курага Экстра [Ашан],291 кКал,"63,5 г",5 г,"0,5 г"
Куриная Грудка Вареная [Ашан],137 кКал,"0,5 г","29,8 г","1,8 г"
Куриная Грудка Гриль [Ашан],158 кКал,0 г,"21,5 г","1,3 г"
Куриная Грудка Отварная [Ашан],223 кКал,1 г,23 г,9 г
Куриное Гнездо [Ашан],205 кКал,"7,6 г",14 г,"13,3 г"
Куриное Филе [Ашан],140 кКал,0 г,21 г,"2,5 г"
Куриные Оладьи [Ашан],228 кКал,"3,9 г","14,6 г","17,1 г"
Куриные Отбивные [Ашан],110 кКал,2 г,18 г,3 г
Куриные Шейки [Ашан],297 кКал,0 г,"14,1 г","26,2 г"
Куриный Салат с Ананасами [Ашан],149 кКал,"1,3 г","17,8 г","7,1 г"
Курица [Ашан],190 кКал,0 г,16 г,14 г
Курица в Кисло-Сладком Соусе [Ашан],120 кКал,12 г,11 г,3 г
Курица в Сливочно-Сырном Соусе с Грибами [Ашан],130 кКал,"2,5 г",11 г,8 г
Курица Гриль в Маринаде [Ашан],223 кКал,1 г,23 г,9 г
Курица-Гриль [Ашан],220 кКал,0 г,"18,7 г","16,1 г"
Курник с Курицей [Ашан],289 кКал,"31,5 г","9,5 г","13,9 г"
Куры Гриль [Ашан],228 кКал,"0,8 г",30 г,11 г
Кускус [Ашан],370 кКал,75 г,12 г,"2,5 г"
Кускус Пшеничный [Ашан],350 кКал,68 г,13 г,"2,5 г"
Кусочки из Филе Рыбы [Ашан],160 кКал,"21,5 г",14 г,2 г
Лаваш [Ашан],277 кКал,56 г,"9,1 г","1,1 г"
Лаваш Армянский [Ашан],277 кКал,56 г,"9,1 г","1,1 г"
Лаваш с Сыром и Чесноком [Ашан],165 кКал,"5,2 г","1,2 г","6,1 г"
Лазанья из Твёрдых Сортов Пшеницы [Ашан],324 кКал,67 г,12 г,1 г
Лазанья по-Болонезски [Ашан],210 кКал,"15,8 г","9,3 г","8,6 г"
Лакомка Сливочная [Ашан],270 кКал,"19,5 г","2,5 г",20 г
Лапша Падтай [Ашан],131 кКал,"20,4 г","4,5 г","3,5 г"
Лапша Удон с Курицей [Ашан],180 кКал,"23,4 г","3,7 г","7,9 г"
Лапша Удон с Овощами [Ашан],151 кКал,"18,5 г","3,2 г","7,1 г"
Лемонема [Ашан],77 кКал,0 г,17 г,1 г
Лепешка Ржаная [Ашан],260 кКал,43 г,"9,5 г","5,5 г"
Лепешка Ржаная с Клюквой [Ашан],215 кКал,45 г,"7,8 г",1 г
Лепешка с Кунжутом [Ашан],286 кКал,"44,1 г",9 г,"8,2 г"
Лепешка с Сыром [Ашан],239 кКал,39 г,"6,7 г","6,1 г"
Лепешка Сметана с Грибами [Ашан],447 кКал,"54,6 г","14,5 г","18,5 г"
Лепешка Соус Песто/Базилик [Ашан],467 кКал,"52,7 г",14 г,"21,7 г"
Лепешка Среднеазиатская [Ашан],300 кКал,"53,5 г","8,4 г","13,5 г"
Лепешка Тандырная [Ашан],319 кКал,62 г,11 г,3 г
Лепешка Томат с Базиликом [Ашан],426 кКал,"47,2 г","12,3 г","20,4 г"
Лещ Холодного Копчения [Ашан],170 кКал,0 г,29 г,6 г
Личи [Ашан],65 кКал,"14,4 г","0,8 г","0,3 г"
Ломтики Лосося [Ашан],147 кКал,"0,1 г",21 г,7 г
Лопатка Бескостная Телятины [Ашан],90 кКал,0 г,19 г,2 г
Лопатка Говяжья [Ашан],158 кКал,0 г,17 г,10 г
Лопатка Говяжья Бескостная Фермерская [Ашан],170 кКал,0 г,16 г,12 г
Лопатка Свиная Б/К [Ашан],230 кКал,0 г,12 г,20 г
Лопатка Телячья [Ашан],99 кКал,0 г,18 г,3 г
Лосось [Ашан],220 кКал,0 г,21 г,15 г
Лосось в Сыре [Ашан],376 кКал,21 г,14 г,"27,2 г"
Лосось Стейк [Ашан],153 кКал,0 г,20 г,"8,1 г"
Лосось Филе на Коже [Ашан],148 кКал,0 г,22 г,6 г
Лук [Ашан],41 кКал,"10,4 г","1,4 г",0 г
Луковые Кольца в Панировке [Ашан],240 кКал,"32,5 г",4 г,"10,5 г"
Любимчик с Изюмом [Ашан],335 кКал,"58,9 г","7,8 г","6,8 г"
Любимчик с Маком [Ашан],521 кКал,"54,8 г","8,8 г","29,6 г"
Люля Кебаб Куриный [Ашан],199 кКал,"2,5 г",11 г,11 г
Люля-Кебаб [Ашан],128 кКал,"5,7 г","18,5 г","3,5 г"
Мадлен Лимон [Ашан],422 кКал,"28,7 г","5,8 г","46,2 г"
Мадлен с Изюмом [Ашан],417 кКал,"57,9 г",7 г,"17,3 г"
Мадлен с Шоколадом [Ашан],420 кКал,"51,1 г",6 г,"22,2 г"
Майонез Bio [Ашан],733 кКал,"1,9 г","1,3 г",80 г
Майонез с Перепелиным Яйцом [Ашан],610 кКал,"0,1 г","0,5 г",67 г
Майонезный Соус [Ашан],241 кКал,"3,6 г","0,4 г",25 г
Макаронсы [Ашан],404 кКал,"54,8 г","7,7 г","18,6 г"
Макароны [Ашан],340 кКал,71 г,"10,5 г",1 г
Макароны Бантики [Ашан],324 кКал,67 г,12 г,1 г
Макароны Колокольчики [Ашан],324 кКал,67 г,12 г,1 г
Макароны Перья [Ашан],340 кКал,71 г,11 г,"1,5 г"
Макароны по-Флотски [Ашан],199 кКал,22 г,"7,5 г",9 г
Макароны Пружинки [Ашан],324 кКал,67 г,12 г,1 г
Макароны Ракушки [Ашан],340 кКал,72 г,"10,5 г",1 г
Макароны Фузилли [Ашан],343 кКал,65 г,13 г,"1,9 г"
Макароны Цветные [Ашан],334 кКал,"71,5 г","10,4 г","1,1 г"
Макарунс Клубника [Ашан],265 кКал,"50,5 г","9,4 г","1,2 г"
Малина Замороженная [Ашан],31 кКал,7 г,"0,8 г","0,5 г"
Манго Лист Вес [Ашан],331 кКал,83 г,0 г,0 г
Мандарин [Ашан],33 кКал,"7,5 г","0,8 г","0,2 г"
Манная Крупа [Ашан],360 кКал,76 г,11 г,1 г
Манты [Ашан],132 кКал,11 г,11 г,5 г
Манты с Мясом [Ашан],205 кКал,18 г,"9,4 г","10,6 г"
Маринад Азиатский [Ашан],110 кКал,19 г,4 г,"1,5 г"
Маринад Горчичный [Ашан],220 кКал,14 г,"1,5 г",18 г
Маринад Кавказский [Ашан],"79,8 кКал",18 г,"1,5 г","0,2 г"
Мармелад [Ашан],330 кКал,75 г,"6,3 г","0,2 г"
Мармелад с Цедрой Апельсина и Померанцем [Ашан],249 кКал,"60,2 г","0,5 г","0,5 г"
Мармелад Фруктово-Ягодный [Ашан],300 кКал,76 г,0 г,0 г
Марципан [Ашан],418 кКал,"75,7 г","3,6 г","10,7 г"
Марципан Темный Шоколад [Ашан],464 кКал,"54,7 г","5,5 г","24,8 г"
Маскарпоне [Ашан],408 кКал,"6,7 г","3,5 г","40,8 г"
Маскарпоне Сыр Шоколадный [Ашан],243 кКал,"25,4 г",4 г,14 г
Маслины без Косточек [Ашан],146 кКал,"0,1 г","0,6 г","15,4 г"
Маслины с Косточкой [Ашан],106 кКал,"0,1 г","0,4 г","10,8 г"
Масло Подсолнечное Рафинированное [Ашан],899 кКал,0 г,0 г,"99,9 г"
Масло Сливочное [Ашан],748 кКал,"0,8 г","0,6 г","82,5 г"
Масляная Х/К [Ашан],113 кКал,0 г,19 г,4 г
Маффин [Ашан],397 кКал,"40,4 г","4,7 г","18,6 г"
Маффин с Вишней [Ашан],472 кКал,"52,4 г","5,8 г","27,4 г"
Маффин с Изюмом [Ашан],360 кКал,40 г,"4,9 г","31,4 г"
Маффин с Карамелью [Ашан],467 кКал,"42,6 г",7 г,29 г
Маффин с Чёрной Смородиной [Ашан],332 кКал,"41,6 г","4,6 г","16,6 г"
Маффин Черничный [Ашан],428 кКал,50 г,"5,2 г",23 г
Маффин Шоколадный [Ашан],410 кКал,"47,5 г","5,5 г",22 г
Медальон из Лосося [Ашан],185 кКал,0 г,20 г,11 г
Медальоны из Семги [Ашан],160 кКал,0 г,20 г,11 г
Мексиканская Смесь [Ашан],48 кКал,"8,7 г","3,2 г",0 г
Меренги [Ашан],410 кКал,"63,8 г","13,7 г","4,1 г"
Меренги Витые [Ашан],399 кКал,"95,6 г","4,1 г",0 г
Меренги Витые Весовой [Ашан],356 кКал,"89,8 г","2,5 г",0 г
Меренги Цветные [Ашан],316 кКал,"42,4 г","1,6 г","15,5 г"
Мидии [Ашан],74 кКал,0 г,"13,1 г","2,4 г"
Мидии в Рассоле [Ашан],45 кКал,1 г,8 г,1 г
Микс Овощей [Ашан],25 кКал,"4,7 г","1,3 г","0,1 г"
Миндаль в Белой Глазури [Ашан],579 кКал,"41,8 г","5,4 г","23,4 г"
Миндаль в Шоколадной Глазури [Ашан],570 кКал,47 г,"7,5 г",39 г
Миндаль Жареный [Ашан],614 кКал,13 г,19 г,54 г
Миндаль Жареный со Специями [Ашан],591 кКал,"14,5 г","18,1 г","51,2 г"
Миндаль Лепестки [Ашан],680 кКал,"9,5 г",26 г,60 г
Миндаль Очищенный Небланшированный [Ашан],613 кКал,22 г,21 г,49 г
Миндаль Сушеный [Ашан],630 кКал,17 г,18 г,54 г
Миндаль Сушеный Эконом [Ашан],575 кКал,20 г,21 г,49 г
Миндаль Эконом [Ашан],630 кКал,17 г,18 г,54 г
Миндальная Мука [Ашан],611 кКал,"5,5 г",24 г,53 г
Миндальное Молоко [Ашан],64 кКал,"4,9 г","1,7 г","4,1 г"
Миндальный Рогалик [Ашан],446 кКал,"68,7 г",5 г,17 г
Мини Палочки из Слоеного Теста с Сыром [Ашан],490 кКал,56 г,13 г,23 г
Мини Сушки с Солью [Ашан],367 кКал,71 г,"10,1 г","4,7 г"
Мини-Багет [Ашан],260 кКал,"54,9 г","8,2 г","0,9 г"
Мини-Багет 8 Злаков [Ашан],277 кКал,"43,7 г","13,9 г","5,3 г"
Мини-Багет Гречневый [Ашан],321 кКал,43 г,7 г,13 г
Мини-Багет Гурман [Ашан],240 кКал,49 г,"8,5 г",1 г
Мини-Багет Дарк [Ашан],268 кКал,"52,4 г","8,3 г","2,2 г"
Мини-Багет по-Деревенски [Ашан],259 кКал,"52,5 г","8,8 г","1,1 г"
Мини-Багет Ржаной [Ашан],210 кКал,"45,8 г",7 г,"1,2 г"
Мини-Багет с Луком [Ашан],267 кКал,"54,9 г","8,2 г","0,9 г"
Мини-Багет с Сыром [Ашан],260 кКал,"54,9 г","8,2 г","0,9 г"
Мини-Багет со Злаками [Ашан],237 кКал,"41,8 г","9,8 г","3,4 г"
Мини-Бантики Сливочные с Сыром [Ашан],500 кКал,52 г,11 г,27 г
Мини-Гренки 7 Злаков БИО [Ашан],403 кКал,70 г,"10,5 г","7,9 г"
Мозги Говяжьи [Ашан],124 кКал,0 г,"11,7 г","8,6 г"
"Молоко 0,5% [Ашан]",35 кКал,"4,7 г","3,1 г","0,5 г"
"Молоко 1,5% [Ашан]",45 кКал,"4,7 г","3,1 г","1,5 г"
"Молоко 2,5% [Ашан]",55 кКал,"4,7 г","3,1 г","2,5 г"
"Молоко 3,2% [Ашан]",60 кКал,"4,7 г",3 г,"3,2 г"
"Молоко 3,2% [Ашан]",60 кКал,"4,7 г","3,1 г","3,2 г"
Молоко Отборное [Ашан],62 кКал,"4,7 г","3,1 г","3,4 г"
Молоко Топленое [Ашан],67 кКал,"4,7 г","3,1 г",4 г
Молоко Цельное Сгущенное [Ашан],329 кКал,56 г,"7,2 г","8,5 г"
Молочный Коктейль со Вкусом Земляники [Ашан],78 кКал,"9,5 г","2,8 г","3,2 г"
Молочный Коктейль со Вкусом Мятного Пряника [Ашан],78 кКал,"9,5 г","2,8 г","3,2 г"
Морковные Палочки [Ашан],51 кКал,"10,6 г","1,9 г","0,1 г"
Морковь по-Корейски [Ашан],100 кКал,"7,5 г","1,5 г",7 г
Морковь Сушеная [Ашан],221 кКал,"49,2 г","7,8 г","0,6 г"
Морковь Экстра-Тонкая Консервированная [Ашан],25 кКал,"4,1 г","0,6 г","0,3 г"
Мороженое [Ашан],180 кКал,19 г,"2,7 г",10 г
Мороженое Пломбир Крем-Брюле в Вафельном Стаканчике [Ашан],210 кКал,24 г,"3,5 г","11,5 г"
Мороженое Пломбир с Ароматом Фисташки в Вафельном Рожке [Ашан],290 кКал,34 г,"3,5 г",16 г
Мороженое Пломбир Шоколадный с Кусочками Шоколада [Ашан],220 кКал,"23,5 г",3 г,"12,5 г"
Мороженое Эскимо Сливочное с Кокосовым Молоком в Белом Шоколаде [Ашан],335 кКал,"28,1 г","3,4 г","23,2 г"
Морс Облепиховый [Ашан],40 кКал,"9,5 г","0,1 г","0,1 г"
Морс Ягодный Замороженные Ягоды Клюква и Смородина [Ашан],25 кКал,"5,5 г","0,5 г","0,2 г"
Морская Капуста [Ашан],61 кКал,3 г,1 г,5 г
Морская Капуста Сахалинская [Ашан],69 кКал,5 г,1 г,5 г
Морской Коктейль [Ашан],88 кКал,2 г,"17,3 г","1,2 г"
Морской Коктейль с/М [Ашан],81 кКал,0 г,"16,2 г","3,5 г"
Моцарелла [Ашан],225 кКал,1 г,17 г,17 г
Моцарелла 42% [Ашан],341 кКал,"0,9 г","26,5 г","25,7 г"
Моцарелла Mauri [Ашан],268 кКал,0 г,"23,7 г","21,2 г"
Моцарелла Zuger [Ашан],307 кКал,1 г,"27,8 г","21,5 г"
Моцарелла Шарик [Ашан],245 кКал,0 г,"20,3 г","18,2 г"
Мраморная Говядина [Ашан],180 кКал,0 г,18 г,12 г
Мраморная Чечевица [Ашан],360 кКал,58 г,28 г,2 г
Мусс Йогуртовый Клубника [Ашан],120 кКал,22 г,"3,5 г","1,5 г"
Мюсли 3 Шоколада [Ашан],446 кКал,69 г,"8,6 г",14 г
Мюсли 4 Злака [Ашан],318 кКал,"62,2 г","11,4 г","2,6 г"
Мюсли 7 Фруктов [Ашан],439 кКал,"64,8 г","7,1 г","15,3 г"
Мюсли Crousty с Орехами [Ашан],467 кКал,60 г,"9,8 г",20 г
Мюсли Батончик [Ашан],388 кКал,"71,8 г","5,2 г","8,9 г"
Мюсли Вишневый Букет [Ашан],370 кКал,70 г,14 г,4 г
Мюсли с Киноа и Шоколадом [Ашан],442 кКал,63 г,"9,4 г",15 г
Мюсли с Семенами Льна и Семечками Тыквы [Ашан],449 кКал,68 г,"12,4 г","12,4 г"
Мюсли Четыре Злака [Ашан],318 кКал,"62,2 г","11,4 г","2,6 г"
Мюсли Ягодное Ассорти [Ашан],317 кКал,"63,7 г",9 г,"2,9 г"
Мякоть Бедра Телятины [Ашан],100 кКал,0 г,"19,5 г","2,5 г"
Мясной Терин [Ашан],270 кКал,0 г,12 г,25 г
Мясные Зразы с Яйцом [Ашан],250 кКал,6 г,"14,5 г","17,6 г"
Мясо для Фарша [Ашан],280 кКал,0 г,15 г,20 г
Мясо Мидий [Ашан],172 кКал,4 г,23 г,7 г
Мяфли [Ашан],470 кКал,"48,5 г","6,1 г","27,9 г"
Набор для Окрошки с Ветчиной [Ашан],270 кКал,0 г,"18,7 г",24 г
Набор для Первых Блюд [Ашан],190 кКал,0 г,11 г,16 г
Навага Жареная [Ашан],190 кКал,"3,6 г",17 г,12 г
Наггетсы Тресковые [Ашан],130 кКал,14 г,13 г,2 г
Нагетсы [Ашан],240 кКал,22 г,11 г,12 г
Налим [Ашан],81 кКал,0 г,"18,8 г","0,6 г"
Напиток Био с Рисом Натуральный [Ашан],57 кКал,"11,2 г","0,1 г","1,3 г"
Напиток из Овса [Ашан],43 кКал,"7,2 г","0,5 г","1,2 г"
Напиток со Вкусом Миндаля [Ашан],64 кКал,"4,9 г","1,7 г","4,1 г"
Напиток Соевый БИО [Ашан],51 кКал,4 г,"3,7 г","2,1 г"
Напиток Шоколадный Соевый Био [Ашан],76 кКал,"10,1 г","3,7 г","2,1 г"
Нектар Грейпфрут [Ашан],40 кКал,10 г,0 г,0 г
Неро Чёрный Рис [Ашан],260 кКал,52 г,"6,5 г","2,5 г"
Ноги Говяжьи [Ашан],159 кКал,0 г,25 г,"6,6 г"
Нут [Ашан],390 кКал,66 г,20 г,5 г
Нут Натуральный [Ашан],195 кКал,32 г,"9,5 г",3 г
Облепиха Замороженные Ягоды [Ашан],75 кКал,"5,5 г",1 г,"5,5 г"
Овощи Гриль [Ашан],77 кКал,"6,3 г",1 г,"5,4 г"
Овощи для Жарки с Шампиньонами [Ашан],62 кКал,"3,1 г","5,2 г","3,2 г"
Овощи на Гриле [Ашан],195 кКал,"2,9 г",7 г,17 г
Овощи на Пару [Ашан],54 кКал,"6,6 г","2,8 г","1,8 г"
Овощи Паровые [Ашан],35 кКал,"6,5 г","1,4 г","0,4 г"
Овощи Припущенные [Ашан],145 кКал,"9,3 г","1,9 г",1 г
Овощи Стир-Фрай [Ашан],92 кКал,"9,8 г","2,3 г","4,8 г"
Овощная Смесь [Ашан],41 кКал,"8,1 г","2,4 г","0,1 г"
Овощная Смесь Министроне [Ашан],40 кКал,"5,3 г","0,8 г",0 г
Овощное Ассорти [Ашан],37 кКал,7 г,"1,5 г","0,2 г"
Овощное Рагу [Ашан],25 кКал,5 г,1 г,"0,2 г"
Овощное Трио Гриль [Ашан],41 кКал,"6,2 г","2,9 г","0,4 г"
Овощной Суп [Ашан],35 кКал,"5,5 г",3 г,"0,2 г"
Овсяная Каша Апельсин и Персик [Ашан],70 кКал,15 г,1 г,"0,4 г"
Овсяная Каша на Сливках [Ашан],100 кКал,14 г,2 г,4 г
Овсяная Каша с Бананом на Сливках [Ашан],90 кКал,13 г,"1,5 г","3,5 г"
Овсяная Каша с Клубникой [Ашан],351 кКал,"65,6 г","10,3 г","5,3 г"
Овсяное Печенье на Фруктозе [Ашан],376 кКал,"54,5 г","9,2 г","9,6 г"
Огурец [Ашан],15 кКал,"2,8 г","0,8 г","0,1 г"
Окорок Свиной [Ашан],212 кКал,0 г,17 г,16 г
Окорочка Куриные [Ашан],161 кКал,"0,1 г","16,4 г","10,7 г"
Окорочка Куриные Гриль [Ашан],153 кКал,"0,5 г",18 г,9 г
Окрошка Овощная [Ашан],75 кКал,9 г,3 г,3 г
Окунь г/К [Ашан],151 кКал,0 г,22 г,7 г
Оладьи из Печени [Ашан],153 кКал,"9,7 г","18,3 г","4,5 г"
Оладьи из Тыквы [Ашан],150 кКал,"23,5 г",5 г,"3,3 г"
Оладьи из Цуккини [Ашан],131 кКал,"14,5 г","3,7 г","6,5 г"
Оладьи Печеночные [Ашан],235 кКал,"9,7 г","17,8 г","13,9 г"
Оладьи Яблоко и Корица [Ашан],310 кКал,38 г,"6,8 г","14,6 г"
Оливки [Ашан],151 кКал,1 г,1 г,"15,4 г"
Оливки с Сыром [Ашан],163 кКал,"0,1 г",1 г,17 г
Оливковое Масло [Ашан],900 кКал,0 г,0 г,100 г
Оливье [Ашан],151 кКал,"5,5 г","4,2 г","12,5 г"
Оливье с Языком [Ашан],205 кКал,"8,2 г","3,6 г","17,5 г"
Омлет [Ашан],170 кКал,"2,8 г","10,4 г",13 г
Омлет Натуральный [Ашан],279 кКал,"13,4 г","12,9 г","19,3 г"
Омлет с Ветчиной [Ашан],363 кКал,1 г,"7,4 г","36,6 г"
Омлет с Сыром [Ашан],80 кКал,"7,4 г","1,7 г","4,8 г"
Орех Кедровый [Ашан],670 кКал,19 г,12 г,61 г
Орех Фундук Жареный [Ашан],680 кКал,"9,5 г",15 г,65 г
Орех Фундук Сушеный [Ашан],679 кКал,"13,7 г","12,6 г","62,4 г"
Отбивная [Ашан],110 кКал,2 г,18 г,3 г
Отбивная Куриная [Ашан],141 кКал,"2,6 г",23 г,"3,8 г"
Отруби Хрустящие Ржаные [Ашан],221 кКал,35 г,"13,2 г","3,2 г"
Павэ Гурман Хлеб [Ашан],230 кКал,48 г,8 г,1 г
Палочки и Брецели Био [Ашан],379 кКал,"77,2 г","11,3 г","2,8 г"
Палочки из Моркови и Сельдерея [Ашан],25 кКал,"5,5 г","0,8 г",0 г
Палочки Лососевые [Ашан],134 кКал,0 г,20 г,6 г
Палочки Сырные [Ашан],235 кКал,"34,3 г","13,5 г","26,1 г"
Палтус Горячего Копчения [Ашан],282 кКал,0 г,21 г,22 г
Палтус Холодного Копчения [Ашан],134 кКал,0 г,"20,5 г","5,8 г"
Пампушка с Чесноком [Ашан],360 кКал,46 г,7 г,16 г
Пампушка Чесночная [Ашан],330 кКал,43 г,"8,3 г",14 г
Паназиатская Смесь [Ашан],116 кКал,9 г,"2,5 г","7,8 г"
Пангасиус Филе без Кожи [Ашан],196 кКал,0 г,"12,8 г","16,1 г"
Папайя Сушеная [Ашан],400 кКал,72 г,"2,4 г",11 г
Пармезан Гойя [Ашан],390 кКал,"1,4 г",30 г,30 г
Пармезан Шонфель [Ашан],366 кКал,0 г,33 г,26 г
Паста Болоньезе [Ашан],122 кКал,16 г,"5,9 г","3,9 г"
Паста Карбонара [Ашан],149 кКал,"15,4 г","3,6 г","8,1 г"
Паста с Курицей [Ашан],188 кКал,"26,4 г","13,8 г",3 г
"Паста Творожная 15,5% [Ашан]",220 кКал,"11,8 г",13 г,"15,5 г"
Паста Творожная с Изюмом [Ашан],247 кКал,17 г,11 г,15 г
Пастила с Ванильно-Сливочным Ароматом [Ашан],340 кКал,84 г,"0,5 г",0 г
Пастила со Вкусом Ванили [Ашан],310 кКал,"76,6 г",1 г,0 г
Пастила со Вкусом Яблока [Ашан],304 кКал,"79,6 г","0,5 г",0 г
Паштель Де Ната [Ашан],272 кКал,"36,8 г","4,1 г","11,9 г"
Паштет из Печени и Икры Трески [Ашан],410 кКал,"5,5 г","9,5 г",39 г
Паштет Нежный Брюссе [Ашан],285 кКал,6 г,13 г,23 г
Паштет с Яблоками [Ашан],309 кКал,7 г,12 г,26 г
Паштет Утиный с Апельсинами [Ашан],286 кКал,7 г,12 г,23 г
Пекинская Капуста [Ашан],16 кКал,2 г,"1,2 г","0,2 г"
Пельмени Говяжьи [Ашан],280 кКал,26 г,9 г,15 г
Пельмени Классические [Ашан],330 кКал,25 г,11 г,21 г
Пенне из Цельной Пшеницы [Ашан],360 кКал,70 г,"12,5 г",2 г
Перец Грунтовой [Ашан],23 кКал,"4,7 г","1,3 г",0 г
Перец Рамиро [Ашан],30 кКал,"5,2 г","1,3 г","0,1 г"
Перец Фаршированный [Ашан],280 кКал,"3,5 г",7 г,"25,5 г"
Перловка с Овощами [Ашан],119 кКал,"18,3 г","2,4 г","4,7 г"
Персик Свежий [Ашан],46 кКал,"11,3 г","0,9 г","0,1 г"
Персик Сушеный [Ашан],250 кКал,58 г,3 г,"0,4 г"
Песочное Печенье-Сердечки с Карамелью и Яблоками [Ашан],497 кКал,66 г,"5,5 г",23 г
Печеночный Торт [Ашан],196 кКал,"10,4 г","8,6 г","13,3 г"
Печень Говяжья [Ашан],127 кКал,0 г,"17,9 г","3,7 г"
Печень Говяжья [Ашан],127 кКал,0 г,"17,9 г","3,7 г"
Печень Жареная [Ашан],202 кКал,"3,8 г","22,8 г","10,2 г"
Печень Жареная с Луком [Ашан],135 кКал,"5,1 г","19,6 г",4 г
Печень Свиная [Ашан],109 кКал,0 г,"18,8 г","3,8 г"
Печень Трески [Ашан],610 кКал,0 г,4 г,66 г
"Печенье ""Американер"" с Изюмом [Ашан]",380 кКал,"72,6 г","4,3 г","8,9 г"
Печенье «Капучино» с Миндалем и Чёрным Шоколадом [Ашан],562 кКал,49 г,"8,5 г",36 г
Печенье [Ашан],430 кКал,69 г,"4,5 г",15 г
Печенье Американер [Ашан],385 кКал,"69,5 г","4,9 г","10,3 г"
Печенье Американер с Кокосом [Ашан],347 кКал,61 г,"5,8 г","11,6 г"
Печенье Берлинское [Ашан],478 кКал,"43,2 г","6,9 г","31,8 г"
Печенье Венеция [Ашан],463 кКал,"56,2 г","3,7 г","24,1 г"
Печенье Вупи [Ашан],400 кКал,"42,7 г","4,4 г","19,6 г"
Печенье Гармония [Ашан],463 кКал,"56,2 г","24,1 г","24,1 г"
Печенье Голландское Зерновое [Ашан],456 кКал,"41,3 г",8 г,"27,3 г"
Печенье Грибное Лукошко [Ашан],503 кКал,"48,8 г","6,4 г","20,7 г"
Печенье Датское [Ашан],344 кКал,"52,3 г","11,1 г","10,3 г"
Печенье Затяжное с Семенами Подсолнечника [Ашан],473 кКал,"59,5 г","10,9 г","21,3 г"
Печенье Земляничное [Ашан],427 кКал,"68,7 г","7,4 г","13,6 г"
Печенье Злаковое [Ашан],390 кКал,68 г,6 г,13 г
Печенье Изюминка [Ашан],509 кКал,"69,4 г","6,1 г","20,7 г"
Печенье Имбирное [Ашан],310 кКал,"30,6 г",7 г,19 г
Печенье Каприз [Ашан],462 кКал,"59,8 г","7,6 г","18,5 г"
Печенье Кокосовое [Ашан],450 кКал,"46,3 г","5,6 г","24,1 г"
Печенье Кокосовое в Шоколаде [Ашан],432 кКал,"78,8 г","6,8 г","10,2 г"
Печенье Кольцо [Ашан],475 кКал,"63,5 г","6,6 г","24,5 г"
Печенье Курабье [Ашан],515 кКал,"56,1 г",6 г,"19,8 г"
Печенье Ломтик с Творожной Крошкой [Ашан],410 кКал,60 г,6 г,16 г
Печенье Марабу [Ашан],470 кКал,62 г,"8,5 г","23,5 г"
Печенье Мария [Ашан],441 кКал,"74,2 г","9,3 г","8,3 г"
Печенье Маркиз [Ашан],392 кКал,69 г,"4,9 г","10,1 г"
Печенье Мерибель [Ашан],450 кКал,"68,5 г",9 г,"16,5 г"
Печенье Миндальное [Ашан],367 кКал,"72,6 г","4,4 г","6,6 г"
