Продукт,Калорийность,Углеводы,Белки,Жиры
"Смесь овощей, замороженная, неприготовленная",72 кКал,"9,47 г","3,33 г","0,52 г"
"Смесь овощей, консервированная",36 кКал,"3,33 г","1,42 г","0,25 г"
"Смесь овощей, консервированная, сухой продукт без маринада",49 кКал,"6,26 г","2,59 г","0,25 г"
Спаржа,21 кКал,"3,1 г","1,9 г","0,1 г"
"Спаржа, вареная",22 кКал,"2,11 г","2,4 г","0,22 г"
"Спаржа, вареная, с солью",22 кКал,"2,11 г","2,4 г","0,22 г"
"Спаржа, замороженная, вареная, без соли",18 кКал,"0,32 г","2,95 г","0,42 г"
"Спаржа, замороженная, вареная, с солью",18 кКал,"0,32 г","2,95 г","0,42 г"
"Спаржа, замороженная, неприготовленная",24 кКал,"2,2 г","3,23 г","0,23 г"
"Спаржа, консервированная, без добавления соли",15 кКал,"1,48 г","1,8 г","0,18 г"
"Спаржа, консервированная, стандартная упаковка",15 кКал,"1,48 г","1,8 г","0,18 г"
"Спаржа, консервированная, сухой продукт без маринада",19 кКал,"0,86 г","2,14 г","0,65 г"
"Спаржа, сырая",20 кКал,"1,78 г","2,2 г","0,12 г"
"Стрелолист, вареный, без соли",78 кКал,"16,14 г","4,49 г","0,1 г"
"Стрелолист, листья, вареные, с солью",78 кКал,"16,14 г","4,49 г","0,1 г"
"Стрелолист, сырой",99 кКал,"20,23 г","5,33 г","0,29 г"
Суфле морковное по 1-250,189 кКал,"11,3 г","6,5 г","12,9 г"
"Томатная паста, консервированная, без соли",82 кКал,"14,81 г","4,32 г","0,47 г"
Томатная паста. Консервы,102 кКал,19 г,"4,8 г","0,47 г"
"Томатное пюре, консервированное, без соли",38 кКал,"7,08 г","1,65 г","0,21 г"
"Томатное пюре, консервированное, с солью",38 кКал,"7,08 г","1,65 г","0,21 г"
Томатное пюре. Консервы,66 кКал,"11,8 г","3,6 г","0,21 г"
Томатный порошок,302 кКал,"58,18 г","12,91 г","0,44 г"
"Томатный соус из отборных томатов, консервированный",32 кКал,"5,69 г","1,32 г","0,39 г"
"Томатный соус по-испански, консервированный",33 кКал,"5,84 г","1,44 г","0,27 г"
"Томатный соус с грибами, консервированный",35 кКал,"6,93 г","1,45 г","0,13 г"
"Томатный соус с зеленью и сыром, консервированный",59 кКал,"8,04 г","2,13 г","1,93 г"
"Томатный соус с луком, зеленым перцем и сельдерем, консервированный",41 кКал,"7,37 г","0,94 г","0,74 г"
"Томатный соус с луком, консервированный",42 кКал,"8,14 г","1,56 г","0,19 г"
"Томатный соус, без добавления соли",24 кКал,"3,81 г","1,2 г","0,3 г"
"Томатный соус, консервированный",24 кКал,"3,81 г","1,2 г","0,3 г"
Топинамбур,61 кКал,"12,8 г","2,1 г","0,1 г"
"Топинамбур, сырой",73 кКал,"15,84 г",2 г,"0,01 г"
"Турнепс с зеленью, замороженный, вареный, без соли",35 кКал,"1,75 г","2,99 г","0,38 г"
"Турнепс с зеленью, замороженный, вареный, с солью",34 кКал,"1,64 г","2,99 г","0,38 г"
"Турнепс с зеленью, замороженный, неприготовленный",21 кКал,"0,99 г","2,46 г","0,19 г"
"Турнепс, вареный, без соли",22 кКал,"3,06 г","0,71 г","0,08 г"
"Турнепс, вареный, с солью",22 кКал,"3,06 г","0,71 г","0,08 г"
"Турнепс, замороженный, вареный, без соли",23 кКал,"2,35 г","1,53 г","0,24 г"
"Турнепс, замороженный, вареный, с солью",21 кКал,"1,73 г","1,53 г","0,24 г"
"Турнепс, замороженный, неприготовленный",16 кКал,"1,14 г","1,04 г","0,16 г"
"Турнепс, зелень, вареная, без соли",20 кКал,"0,86 г","1,14 г","0,23 г"
"Турнепс, зелень, вареная, с солью",20 кКал,"0,86 г","1,14 г","0,23 г"
"Турнепс, зелень, замороженная, вареная, без соли",29 кКал,"1,58 г","3,35 г","0,42 г"
"Турнепс, зелень, замороженная, вареная, с солью",29 кКал,"1,58 г","3,35 г","0,42 г"
"Турнепс, зелень, замороженная, неприготовленная",22 кКал,"1,17 г","2,47 г","0,31 г"
"Турнепс, зелень, консервированный",14 кКал,"0,72 г","1,36 г","0,3 г"
"Турнепс, зелень, консервированный без добавления соли",19 кКал,"1,51 г","1,36 г","0,3 г"
"Турнепс, зелень, сырая",32 кКал,"3,93 г","1,5 г","0,3 г"
"Турнепс, репа, прерия, вареная, (индейцы северных великих равнин)",129 кКал,"22,79 г","1,64 г","0,32 г"
"Турнепс, репа, прерия, сырая, (индейцы северных великих равнин)",156 кКал,"27,67 г","2,62 г","0,36 г"
"Турнепс, сырой",28 кКал,"4,63 г","0,9 г","0,1 г"
Тыква,26 кКал,6 г,1 г,"0,1 г"
Тыква,22 кКал,"4,4 г",1 г,"0,1 г"
"Тыква вареная, без соли",20 кКал,"3,8 г","0,72 г","0,07 г"
"Тыква вареная, с солью",18 кКал,"3,21 г","0,72 г","0,07 г"
Тыква голубая  (хаббард),40 кКал,"4,8 г",2 г,"0,5 г"
"Тыква голубая (хаббард), печеная без соли",50 кКал,"5,91 г","2,48 г","0,62 г"
"Тыква голубая (хаббард), печеная с солью",50 кКал,"5,91 г","2,48 г","0,62 г"
"Тыква голубая (хаббард), пюре, без соли",30 кКал,"3,56 г","1,48 г","0,37 г"
"Тыква голубая (хаббард), пюре, с солью",30 кКал,"3,56 г","1,48 г","0,37 г"
"Тыква горлянка (бутылочная тыква, кабачок вьетнамский)",14 кКал,"2,89 г","0,62 г","0,02 г"
"Тыква горлянка (бутылочная тыква, кабачок вьетнамский), вареная, без соли",15 кКал,"2,49 г","0,6 г","0,02 г"
"Тыква горлянка (бутылочная тыква, кабачок вьетнамский), вареная, с солью",13 кКал,"1,9 г","0,6 г","0,02 г"
"Тыква горлянка, сушеные стружки (Kanpyo)",258 кКал,"55,23 г","8,58 г","0,56 г"
Тыква жареная по 2-58,86 кКал,"6,9 г","1,7 г","5,7 г"
Тыква желудевая,40 кКал,"8,92 г","0,8 г","0,1 г"
"Тыква желудевая, печеная без соли",56 кКал,"10,18 г","1,12 г","0,14 г"
"Тыква желудевая, печеная с солью",56 кКал,"10,18 г","1,12 г","0,14 г"
"Тыква желудевая, пюре, без соли",34 кКал,"6,19 г","0,67 г","0,08 г"
"Тыква желудевая, пюре, с солью",34 кКал,"6,19 г","0,67 г","0,08 г"
"Тыква крупноплодная, все сорта",34 кКал,"7,09 г","0,95 г","0,13 г"
"Тыква крупноплодная, все сорта, вареная, с солью",37 кКал,"6,05 г","0,89 г","0,35 г"
"Тыква крупноплодная, все сорта, печеная без соли",37 кКал,"6,05 г","0,89 г","0,35 г"
Тыква маринованная по 1-88,42 кКал,"8,9 г","0,6 г","0,1 г"
Тыква мускатная (грушевидная),45 кКал,"9,69 г",1 г,"0,1 г"
"Тыква мускатная (грушевидная), замороженная, вареная, c солью",39 кКал,"10,04 г","1,23 г","0,07 г"
"Тыква мускатная (грушевидная), замороженная, вареная, без соли",39 кКал,"10,05 г","1,23 г","0,07 г"
"Тыква мускатная (грушевидная), замороженная, неприготовленная",57 кКал,"13,11 г","1,76 г","0,1 г"
"Тыква мускатная (грушевидная), запеченная без соли",40 кКал,"7,29 г","0,9 г","0,09 г"
"Тыква мускатная (грушевидная), запеченная с солью",40 кКал,"7,29 г","0,9 г","0,09 г"
Тыква отварная по 1-210,26 кКал,"4,9 г","1,2 г","0,1 г"
Тыква припущенная по 1-216,40 кКал,"4,8 г","1,2 г","1,7 г"
Тыква спагетти (макаронный кабачок),31 кКал,"5,41 г","0,64 г","0,57 г"
"Тыква спагетти (макаронный кабачок), вареная или печеная",27 кКал,"5,06 г","0,66 г","0,26 г"
"Тыква спагетти (макаронный кабачок), вареная или печеная, без соли",27 кКал,"5,06 г","0,66 г","0,26 г"
"Тыква, консервированная,  без соли",34 кКал,"5,19 г","1,1 г","0,28 г"
"Тыква, консервированная,  с солью",34 кКал,"5,19 г","1,1 г","0,28 г"
"Тыква, листья, вареные, без соли",21 кКал,"0,69 г","2,72 г","0,22 г"
"Тыква, листья, вареные, с солью",21 кКал,"0,69 г","2,72 г","0,22 г"
Тыквенное пюре по 1-212,88 кКал,"6,3 г","1,7 г","6,2 г"
"Тыквенные листья, сырые",19 кКал,"2,33 г","3,15 г","0,4 г"
Тыквенный пуддинг по 1-254,92 кКал,"12,3 г",3 г,"3,2 г"
Укроп,40 кКал,"6,3 г","2,5 г","0,5 г"
"Укроп, свежий",43 кКал,"4,92 г","3,46 г","1,12 г"
"Фенхель (луковица), сырой",31 кКал,"4,2 г","1,24 г","0,2 г"
Физалис овощной,32 кКал,"3,94 г","0,96 г","1,02 г"
"Хашбраун из картофеля, домашнего приготовления",265 кКал,"31,91 г",3 г,"12,52 г"
"Хашбраун из картофеля, замороженный, без добавок, неприготовленный",82 кКал,"16,32 г","2,06 г","0,62 г"
"Хашбраун из картофеля, замороженный, без добавок, приготовленный с масло канолы",219 кКал,"25,31 г","2,65 г","11,59 г"
"Хашбраун из картофеля, замороженный, с масляным соусом, неприготовленный",135 кКал,"15,38 г","1,87 г","6,66 г"
"Хашбраун из картофеля, замороженный, с масляным соусом, приготовленный",178 кКал,"20,33 г","2,46 г","8,79 г"
"Хикама (ямсфрут, мексиканская репа)",38 кКал,"3,92 г","0,72 г","0,09 г"
"Хикама (ямсфрут, мексиканская репа) вареный с солью",36 кКал,"8,23 г","0,72 г","0,09 г"
"Хикама (ямсфрут, мексиканская репа) вареный, без соли",38 кКал,"8,82 г","0,72 г","0,09 г"
"Хризантема увенчанная, вареная, без соли",20 кКал,"2,01 г","1,64 г","0,09 г"
"Хризантема увенчанная, вареная, с солью",20 кКал,"2,01 г","1,64 г","0,09 г"
"Хризантема увенчанная, сырая",24 кКал,"0,02 г","3,36 г","0,56 г"
"Хризантема, листья, сырые",24 кКал,"0,01 г","3,36 г","0,56 г"
Цветная капуста,25 кКал,"2,97 г","1,92 г","0,28 г"
Цветная капуста,30 кКал,"4,2 г","2,5 г","0,3 г"
Цветная капуста жареная по 1-238,47 кКал,3 г,"1,7 г","3,1 г"
Цветная капуста отварная по 1-210,22 кКал,"3,4 г","1,7 г","0,2 г"
"Цветная капуста, вареная, без соли",23 кКал,"1,81 г","1,84 г","0,45 г"
"Цветная капуста, вареная, с солью",23 кКал,"1,81 г","1,84 г","0,45 г"
"Цветная капуста, замороженная, вареная, без соли",19 кКал,"1,05 г","1,61 г","0,22 г"
"Цветная капуста, замороженная, вареная, с солью",17 кКал,"0,46 г","1,61 г","0,22 г"
"Цветная капуста, замороженная, неприготовленная",24 кКал,"2,38 г","2,01 г","0,27 г"
"Цветная капуста, зеленая, приготовленная без добавления соли",32 кКал,"2,98 г","3,04 г","0,31 г"
"Цветная капуста, зеленая, приготовленная с солью",32 кКал,"2,98 г","3,04 г","0,31 г"
"Цветная капуста, зеленая, сырая",31 кКал,"2,89 г","2,95 г","0,3 г"
"Цветы тыквы, вареные, без соли",15 кКал,"2,4 г","1,09 г","0,08 г"
"Цветы тыквы, вареные, с солью",15 кКал,"2,28 г","1,09 г","0,08 г"
"Цветы тыквы, сырые",15 кКал,"3,28 г","1,03 г","0,07 г"
Цикорий бельгийский салатный (витлуф),17 кКал,"0,9 г","0,9 г","0,1 г"
Цикорий салатный (эндивий),17 кКал,"0,25 г","1,25 г","0,2 г"
Цукини с кожурой,17 кКал,"2,11 г","1,21 г","0,32 г"
"Цукини с кожурой по-итальянски, консервированные",29 кКал,"6,85 г","1,03 г","0,11 г"
"Цукини с кожурой, вареные, без соли",15 кКал,"1,69 г","1,14 г","0,36 г"
"Цукини с кожурой, вареные, с солью",15 кКал,"1,69 г","1,14 г","0,36 г"
"Цукини с кожурой, замороженные, вареные, без соли",17 кКал,"2,26 г","1,15 г","0,13 г"
"Цукини с кожурой, замороженные, вареные, с солью",14 кКал,"1,67 г","1,15 г","0,13 г"
"Цукини с кожурой, замороженные, неприготовленные",17 кКал,"2,28 г","1,16 г","0,13 г"
"Цукини, молодые",21 кКал,"2,01 г","2,71 г","0,4 г"
Чайот (мексиканский огурец),19 кКал,"2,81 г","0,82 г","0,13 г"
"Чайот (мексиканский огурец) вареный, с солью",22 кКал,"1,7 г","0,62 г","0,48 г"
"Чайот (мексиканский огурец), вареный, без соли",24 кКал,"2,29 г","0,62 г","0,48 г"
Черемша,"34,9 кКал","6,1 г","2,4 г","0,1 г"
Чеснок,149 кКал,"29,9 г","6,5 г","0,5 г"
"Чеснок, зелень",46 кКал,"5,2 г","6,5 г","0,131 г"
"Чеснок, сырой",149 кКал,"30,96 г","6,36 г","0,5 г"
Шницель из капусты по 1-236,118 кКал,"11,6 г","3,4 г","6,4 г"
Шпинат,23 кКал,2 г,"2,9 г","0,3 г"
Шпинат-пюре. Консервы,16 кКал,2 г,2 г,"0,1 г"
"Шпинат, вареный, без соли",23 кКал,"1,35 г","2,97 г","0,26 г"
"Шпинат, вареный, с солью",23 кКал,"1,35 г","2,97 г","0,26 г"
"Шпинат, зелень, порезанный, замороженный,  вареный, с солью",34 кКал,"1,1 г","4,01 г","0,87 г"
"Шпинат, консервированный, без добавления соли",19 кКал,"0,72 г","2,11 г","0,37 г"
"Шпинат, консервированный, стандартная упаковка",19 кКал,"1,32 г","2,11 г","0,37 г"
"Шпинат, консервированный, сухой продукт без маринада",23 кКал,1 г,"2,81 г","0,5 г"
"Шпинат, порезанная зелень, замороженная, вареная, без соли",34 кКал,"1,1 г","4,01 г","0,87 г"
"Шпинат, порезанная зелень, замороженная, неприготовленная",29 кКал,"1,31 г","3,63 г","0,57 г"
"Шпинат, сырой",23 кКал,"1,43 г","2,86 г","0,39 г"
Шпинатное суфле,172 кКал,"5,2 г","7,89 г","12,95 г"
Щавель,22 кКал,"2,9 г","1,5 г","0,3 г"
"Щавель, вареный, без соли",20 кКал,"0,33 г","1,83 г","0,64 г"
"Щавель, вареный, с солью",20 кКал,"2,93 г","1,83 г","0,64 г"
"Щавель, сырой",22 кКал,"0,3 г",2 г,"0,7 г"
"Эксалоп из картофеля со сливочным маслом, домашнего приготовления",88 кКал,"8,88 г","2,87 г","3,68 г"
"Эксалоп картофельный с  маргарином, домашнего приготовления",88 кКал,"8,88 г","2,87 г","3,68 г"
"Эксалоп картофельный, сухая смесь, неприготовленный",358 кКал,"65,33 г","7,77 г","4,59 г"
"Эксалоп картофельный, сухая смесь, приготовленный с добавлением воды, молока и масла",93 кКал,"11,67 г","2,12 г","4,3 г"
"Ямс горный гавайский, приготовленный на пару, без соли",82 кКал,20 г,"1,73 г","0,08 г"
"Ямс горный гавайский, приготовленный на пару, с солью",82 кКал,"19,99 г","1,73 г","0,08 г"
"Ямс горный гавайский, сырой",67 кКал,"13,8 г","1,34 г","0,1 г"
"Ямс, вареный или печеный, без соли",116 кКал,"23,58 г","1,49 г","0,14 г"
"Ямс, вареный или печеный, с солью",114 кКал,"23,09 г","1,49 г","0,14 г"
"Ямс, сырой",118 кКал,"23,78 г","1,53 г","0,17 г"
